Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,QualityStatus,ExclusionReason,VoxFlowLabel,Split,SpeakerID,SampleID,ClipPath,DurationSec
HeStutters,11,29,4466080,4514080,0,0,0,0,2,1,1,0,1,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_29,data\processed\clips\HeStutters_11_29.wav,3.0
HeStutters,11,31,4680480,4728480,0,0,1,0,3,0,0,3,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_31,data\processed\clips\HeStutters_11_31.wav,3.0
HeStutters,11,32,4706240,4754240,0,0,0,1,2,1,0,0,0,2,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_32,data\processed\clips\HeStutters_11_32.wav,3.0
HeStutters,11,37,5899840,5947840,0,0,0,0,1,3,0,1,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_37,data\processed\clips\HeStutters_11_37.wav,3.0
HeStutters,11,38,5987520,6035520,0,0,0,1,1,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_38,data\processed\clips\HeStutters_11_38.wav,3.0
HeStutters,11,39,6016000,6064000,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_39,data\processed\clips\HeStutters_11_39.wav,3.0
HeStutters,11,42,6402080,6450080,0,0,0,0,0,0,0,1,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_42,data\processed\clips\HeStutters_11_42.wav,3.0
HeStutters,11,43,6430240,6478240,0,0,0,1,0,3,0,0,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_43,data\processed\clips\HeStutters_11_43.wav,3.0
HeStutters,11,45,6813760,6861760,0,0,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_45,data\processed\clips\HeStutters_11_45.wav,3.0
HeStutters,11,46,6850880,6898880,0,0,1,0,0,2,0,3,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_46,data\processed\clips\HeStutters_11_46.wav,3.0
HeStutters,11,48,7043360,7091360,0,0,1,0,1,2,0,0,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_48,data\processed\clips\HeStutters_11_48.wav,3.0
HeStutters,11,49,7073440,7121440,0,0,0,2,1,0,0,1,0,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_49,data\processed\clips\HeStutters_11_49.wav,3.0
HeStutters,11,52,7786720,7834720,0,0,1,2,1,0,0,1,0,0,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_52,data\processed\clips\HeStutters_11_52.wav,3.0
HeStutters,11,54,7887680,7935680,0,0,0,0,3,0,0,3,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_54,data\processed\clips\HeStutters_11_54.wav,3.0
HeStutters,11,55,7914400,7962400,0,0,0,0,0,3,0,3,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_55,data\processed\clips\HeStutters_11_55.wav,3.0
HeStutters,11,59,8304800,8352800,0,0,1,2,0,0,0,3,1,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_59,data\processed\clips\HeStutters_11_59.wav,3.0
HeStutters,11,60,9455360,9503360,0,0,2,1,0,0,1,0,0,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_60,data\processed\clips\HeStutters_11_60.wav,3.0
HeStutters,11,62,489920,537920,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_62,data\processed\clips\HeStutters_11_62.wav,3.0
HeStutters,11,63,527840,575840,0,0,2,0,0,0,0,0,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_63,data\processed\clips\HeStutters_11_63.wav,3.0
HeStutters,11,64,10036160,10084160,0,0,0,0,0,0,0,3,3,0,0,1,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_64,data\processed\clips\HeStutters_11_64.wav,3.0
HeStutters,11,65,10061280,10109280,0,0,0,0,0,3,0,3,0,2,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_65,data\processed\clips\HeStutters_11_65.wav,3.0
HeStutters,11,66,10100000,10148000,0,0,0,0,0,3,0,0,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_66,data\processed\clips\HeStutters_11_66.wav,3.0
HeStutters,11,67,10126080,10174080,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_67,data\processed\clips\HeStutters_11_67.wav,3.0
HeStutters,11,68,10528160,10576160,0,0,2,0,0,0,0,0,1,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_68,data\processed\clips\HeStutters_11_68.wav,3.0
HeStutters,11,69,10555680,10603680,0,0,2,1,0,0,0,0,0,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_69,data\processed\clips\HeStutters_11_69.wav,3.0
HeStutters,11,70,11241760,11289760,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_70,data\processed\clips\HeStutters_11_70.wav,3.0
HeStutters,11,72,11490880,11538880,0,0,0,0,0,0,0,2,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_72,data\processed\clips\HeStutters_11_72.wav,3.0
HeStutters,11,73,11521600,11569600,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_73,data\processed\clips\HeStutters_11_73.wav,3.0
HeStutters,11,75,11878080,11926080,0,0,0,0,2,1,0,1,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_75,data\processed\clips\HeStutters_11_75.wav,3.0
HeStutters,11,77,12261440,12309440,0,0,3,0,0,0,0,1,0,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_77,data\processed\clips\HeStutters_11_77.wav,3.0
HeStutters,11,78,12318880,12366880,0,0,0,0,0,0,1,1,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_78,data\processed\clips\HeStutters_11_78.wav,3.0
HeStutters,11,79,12346400,12394400,0,0,0,0,2,1,0,2,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_79,data\processed\clips\HeStutters_11_79.wav,3.0
HeStutters,11,80,12643840,12691840,0,0,0,0,0,0,1,0,3,2,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_80,data\processed\clips\HeStutters_11_80.wav,3.0
HeStutters,11,81,12670880,12718880,0,0,0,1,2,0,0,0,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_81,data\processed\clips\HeStutters_11_81.wav,3.0
HeStutters,11,82,12680960,12728960,0,0,1,2,1,1,0,0,0,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_82,data\processed\clips\HeStutters_11_82.wav,3.0
HeStutters,11,83,600960,648960,0,0,0,0,0,0,0,0,3,3,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_83,data\processed\clips\HeStutters_11_83.wav,3.0
HeStutters,11,85,13385280,13433280,0,0,2,0,0,1,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_85,data\processed\clips\HeStutters_11_85.wav,3.0
HeStutters,11,88,13803840,13851840,0,0,0,0,0,3,0,2,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_88,data\processed\clips\HeStutters_11_88.wav,3.0
HeStutters,11,89,13855680,13903680,0,0,3,0,0,0,1,1,0,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_89,data\processed\clips\HeStutters_11_89.wav,3.0
HeStutters,11,90,14353600,14401600,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_90,data\processed\clips\HeStutters_11_90.wav,3.0
HeStutters,11,91,14380160,14428160,0,0,0,0,0,3,0,3,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_91,data\processed\clips\HeStutters_11_91.wav,3.0
HeStutters,11,92,14439200,14487200,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_92,data\processed\clips\HeStutters_11_92.wav,3.0
HeStutters,11,95,14848640,14896640,0,0,0,3,1,0,0,0,0,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_95,data\processed\clips\HeStutters_11_95.wav,3.0
HeStutters,11,99,15678080,15726080,0,1,0,0,0,0,0,3,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_99,data\processed\clips\HeStutters_11_99.wav,3.0
HeStutters,11,106,16351680,16399680,0,0,0,0,0,0,0,1,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_106,data\processed\clips\HeStutters_11_106.wav,3.0
HeStutters,11,107,16377760,16425760,0,0,1,0,2,2,0,2,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_107,data\processed\clips\HeStutters_11_107.wav,3.0
HeStutters,11,110,17973440,18021440,0,0,0,0,2,1,0,0,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_110,data\processed\clips\HeStutters_11_110.wav,3.0
HeStutters,11,111,18087040,18135040,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_111,data\processed\clips\HeStutters_11_111.wav,3.0
HeStutters,11,112,18258720,18306720,0,0,2,1,0,0,0,2,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_112,data\processed\clips\HeStutters_11_112.wav,3.0
HeStutters,11,113,18285920,18333920,0,0,1,0,0,2,0,3,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_113,data\processed\clips\HeStutters_11_113.wav,3.0
HeStutters,11,118,18932160,18980160,0,0,0,0,0,0,0,2,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_118,data\processed\clips\HeStutters_11_118.wav,3.0
HeStutters,11,120,19042560,19090560,0,0,2,1,0,1,0,0,0,2,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_120,data\processed\clips\HeStutters_11_120.wav,3.0
HeStutters,11,125,19936480,19984480,0,0,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_125,data\processed\clips\HeStutters_11_125.wav,3.0
HeStutters,11,128,20216000,20264000,0,0,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_128,data\processed\clips\HeStutters_11_128.wav,3.0
HeStutters,11,129,20263520,20311520,0,0,2,0,0,0,0,0,1,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_129,data\processed\clips\HeStutters_11_129.wav,3.0
HeStutters,11,130,21030720,21078720,0,0,0,0,0,0,0,3,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_130,data\processed\clips\HeStutters_11_130.wav,3.0
HeStutters,11,132,21250080,21298080,0,0,0,1,0,2,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_132,data\processed\clips\HeStutters_11_132.wav,3.0
HeStutters,11,133,21280960,21328960,0,0,0,1,2,2,0,2,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_133,data\processed\clips\HeStutters_11_133.wav,3.0
HeStutters,11,134,22260640,22308640,0,0,0,0,0,0,0,0,3,2,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_134,data\processed\clips\HeStutters_11_134.wav,3.0
HeStutters,11,135,22288000,22336000,0,0,0,0,1,2,0,1,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_135,data\processed\clips\HeStutters_11_135.wav,3.0
HeStutters,11,137,22572000,22620000,0,0,2,0,0,0,0,2,2,2,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_137,data\processed\clips\HeStutters_11_137.wav,3.0
HeStutters,11,141,22868800,22916800,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_141,data\processed\clips\HeStutters_11_141.wav,3.0
HeStutters,11,143,23281920,23329920,0,0,0,0,0,0,0,0,3,2,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_143,data\processed\clips\HeStutters_11_143.wav,3.0
HeStutters,11,144,23310720,23358720,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_144,data\processed\clips\HeStutters_11_144.wav,3.0
HeStutters,11,145,23377600,23425600,0,0,2,0,0,0,0,1,1,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_145,data\processed\clips\HeStutters_11_145.wav,3.0
HeStutters,11,149,23539200,23587200,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_149,data\processed\clips\HeStutters_11_149.wav,3.0
HeStutters,11,150,23584320,23632320,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_150,data\processed\clips\HeStutters_11_150.wav,3.0
HeStutters,11,151,25263040,25311040,0,0,0,2,0,0,0,0,1,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_151,data\processed\clips\HeStutters_11_151.wav,3.0
HeStutters,11,152,25296640,25344640,0,0,2,1,0,0,0,0,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_152,data\processed\clips\HeStutters_11_152.wav,3.0
HeStutters,11,153,25438240,25486240,0,0,2,0,0,0,0,3,1,1,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_153,data\processed\clips\HeStutters_11_153.wav,3.0
HeStutters,11,163,27385280,27433280,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_163,data\processed\clips\HeStutters_11_163.wav,3.0
HeStutters,11,164,27677280,27725280,0,0,2,0,0,0,0,0,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_164,data\processed\clips\HeStutters_11_164.wav,3.0
HeStutters,11,165,27713600,27761600,0,0,0,0,1,2,0,3,0,1,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_165,data\processed\clips\HeStutters_11_165.wav,3.0
HeStutters,11,166,1048960,1096960,0,0,1,0,1,2,1,3,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_166,data\processed\clips\HeStutters_11_166.wav,3.0
HeStutters,11,170,29752320,29800320,0,0,0,3,0,0,0,0,0,0,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_170,data\processed\clips\HeStutters_11_170.wav,3.0
HeStutters,11,172,29908320,29956320,0,0,0,0,0,0,0,0,3,3,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_172,data\processed\clips\HeStutters_11_172.wav,3.0
HeStutters,11,174,30002240,30050240,0,0,0,0,0,0,1,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_174,data\processed\clips\HeStutters_11_174.wav,3.0
HeStutters,11,175,30027200,30075200,0,0,0,1,0,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_175,data\processed\clips\HeStutters_11_175.wav,3.0
HeStutters,11,176,30296480,30344480,0,0,0,1,1,3,0,0,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_176,data\processed\clips\HeStutters_11_176.wav,3.0
HeStutters,11,177,30322400,30370400,0,0,0,3,0,0,0,2,1,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_177,data\processed\clips\HeStutters_11_177.wav,3.0
HeStutters,11,178,30343840,30391840,0,0,0,0,0,3,0,3,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_178,data\processed\clips\HeStutters_11_178.wav,3.0
HeStutters,11,179,30408640,30456640,0,0,0,0,0,0,0,3,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_179,data\processed\clips\HeStutters_11_179.wav,3.0
HeStutters,11,180,30434400,30482400,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_180,data\processed\clips\HeStutters_11_180.wav,3.0
HeStutters,11,181,31716480,31764480,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_181,data\processed\clips\HeStutters_11_181.wav,3.0
HeStutters,11,182,31749760,31797760,0,0,2,0,0,0,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_182,data\processed\clips\HeStutters_11_182.wav,3.0
HeStutters,11,183,31824160,31872160,0,0,0,0,0,0,0,0,3,1,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_183,data\processed\clips\HeStutters_11_183.wav,3.0
HeStutters,11,187,1153920,1201920,0,0,3,0,0,0,0,1,0,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_187,data\processed\clips\HeStutters_11_187.wav,3.0
HeStutters,11,188,1199200,1247200,0,0,0,0,0,0,0,2,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_188,data\processed\clips\HeStutters_11_188.wav,3.0
HeStutters,11,189,32476480,32524480,0,0,0,2,0,0,0,2,1,1,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_189,data\processed\clips\HeStutters_11_189.wav,3.0
HeStutters,11,192,33782080,33830080,0,0,2,0,0,1,0,3,1,0,0,0,Valid,,Prolongation,Train,HeStutters_Ep11,HeStutters_11_192,data\processed\clips\HeStutters_11_192.wav,3.0
HeStutters,11,194,35587360,35635360,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_194,data\processed\clips\HeStutters_11_194.wav,3.0
HeStutters,11,197,36442880,36490880,0,0,0,2,1,0,0,0,0,0,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_197,data\processed\clips\HeStutters_11_197.wav,3.0
HeStutters,11,199,36639360,36687360,0,0,0,0,0,3,0,2,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_199,data\processed\clips\HeStutters_11_199.wav,3.0
HeStutters,11,203,36787200,36835200,0,0,0,2,0,0,0,0,1,0,0,0,Valid,,Block,Train,HeStutters_Ep11,HeStutters_11_203,data\processed\clips\HeStutters_11_203.wav,3.0
HeStutters,11,204,36834080,36882080,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Train,HeStutters_Ep11,HeStutters_11_204,data\processed\clips\HeStutters_11_204.wav,3.0
HeStutters,11,206,1348320,1396320,0,0,0,0,0,3,0,1,0,0,0,0,Valid,,Repetition,Train,HeStutters_Ep11,HeStutters_11_206,data\processed\clips\HeStutters_11_206.wav,3.0
HeStutters,15,0,577600,625600,0,0,1,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_0,data\processed\clips\HeStutters_15_0.wav,3.0
HeStutters,15,1,28437280,28485280,0,0,0,0,0,0,0,0,3,0,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_1,data\processed\clips\HeStutters_15_1.wav,3.0
HeStutters,15,3,28507840,28555840,0,0,1,0,0,3,0,3,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_3,data\processed\clips\HeStutters_15_3.wav,3.0
HeStutters,15,5,29047520,29095520,0,0,3,1,1,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_5,data\processed\clips\HeStutters_15_5.wav,3.0
HeStutters,15,6,29088640,29136640,0,0,3,0,0,0,0,2,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_6,data\processed\clips\HeStutters_15_6.wav,3.0
HeStutters,15,9,29883200,29931200,0,0,0,1,2,0,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_9,data\processed\clips\HeStutters_15_9.wav,3.0
HeStutters,15,11,30426560,30474560,0,0,1,1,2,1,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_11,data\processed\clips\HeStutters_15_11.wav,3.0
HeStutters,15,12,30461440,30509440,0,0,2,0,0,0,0,1,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_12,data\processed\clips\HeStutters_15_12.wav,3.0
HeStutters,15,15,30985600,31033600,0,1,0,0,0,3,0,0,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_15,data\processed\clips\HeStutters_15_15.wav,3.0
HeStutters,15,16,31146400,31194400,0,0,2,0,0,0,0,2,1,1,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_16,data\processed\clips\HeStutters_15_16.wav,3.0
HeStutters,15,21,31400480,31448480,0,0,1,1,2,0,0,2,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_21,data\processed\clips\HeStutters_15_21.wav,3.0
HeStutters,15,22,31531040,31579040,0,0,3,1,0,0,1,0,0,3,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_22,data\processed\clips\HeStutters_15_22.wav,3.0
HeStutters,15,24,3556160,3604160,0,0,2,1,0,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_24,data\processed\clips\HeStutters_15_24.wav,3.0
HeStutters,15,25,3586400,3634400,0,0,1,0,2,0,1,1,0,0,0,1,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_25,data\processed\clips\HeStutters_15_25.wav,3.0
HeStutters,15,26,3612800,3660800,0,1,2,0,1,0,1,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_26,data\processed\clips\HeStutters_15_26.wav,3.0
HeStutters,15,27,3976320,4024320,0,0,2,0,0,0,1,1,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_27,data\processed\clips\HeStutters_15_27.wav,3.0
HeStutters,15,29,4121280,4169280,0,0,0,0,0,0,0,0,3,3,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_29,data\processed\clips\HeStutters_15_29.wav,3.0
HeStutters,15,30,4155360,4203360,0,0,0,0,0,3,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_30,data\processed\clips\HeStutters_15_30.wav,3.0
HeStutters,15,31,4416000,4464000,1,0,0,2,0,0,0,0,1,0,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_31,data\processed\clips\HeStutters_15_31.wav,3.0
HeStutters,15,32,4461280,4509280,0,0,0,0,0,0,0,3,3,2,0,0,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_32,data\processed\clips\HeStutters_15_32.wav,3.0
HeStutters,15,33,4873280,4921280,0,0,2,0,0,0,0,0,1,2,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_33,data\processed\clips\HeStutters_15_33.wav,3.0
HeStutters,15,34,4912640,4960640,0,0,3,0,0,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_34,data\processed\clips\HeStutters_15_34.wav,3.0
HeStutters,15,35,5060800,5108800,0,0,0,2,0,1,0,2,1,0,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_35,data\processed\clips\HeStutters_15_35.wav,3.0
HeStutters,15,36,5088960,5136960,0,0,3,0,0,1,1,1,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_36,data\processed\clips\HeStutters_15_36.wav,3.0
HeStutters,15,39,6194400,6242400,0,0,3,0,0,0,0,2,0,1,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_39,data\processed\clips\HeStutters_15_39.wav,3.0
HeStutters,15,40,6236480,6284480,0,0,3,1,0,0,0,0,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_40,data\processed\clips\HeStutters_15_40.wav,3.0
HeStutters,15,42,924320,972320,0,0,1,2,0,0,0,0,1,1,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_42,data\processed\clips\HeStutters_15_42.wav,3.0
HeStutters,15,43,6572160,6620160,0,0,2,0,0,0,1,3,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_43,data\processed\clips\HeStutters_15_43.wav,3.0
HeStutters,15,44,6603520,6651520,0,0,0,0,0,3,0,3,0,1,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_44,data\processed\clips\HeStutters_15_44.wav,3.0
HeStutters,15,46,6750880,6798880,0,0,0,2,1,0,0,2,1,1,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_46,data\processed\clips\HeStutters_15_46.wav,3.0
HeStutters,15,48,7014880,7062880,0,0,1,3,0,1,1,3,0,1,0,0,Valid,,Block,Validation,HeStutters_Ep15,HeStutters_15_48,data\processed\clips\HeStutters_15_48.wav,3.0
HeStutters,15,49,7145440,7193440,0,0,1,1,0,2,0,3,0,1,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_49,data\processed\clips\HeStutters_15_49.wav,3.0
HeStutters,15,51,7321600,7369600,0,0,2,1,1,0,0,3,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_51,data\processed\clips\HeStutters_15_51.wav,3.0
HeStutters,15,54,7430400,7478400,0,0,0,0,3,0,0,3,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_54,data\processed\clips\HeStutters_15_54.wav,3.0
HeStutters,15,55,7536320,7584320,0,0,2,0,1,0,1,2,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_55,data\processed\clips\HeStutters_15_55.wav,3.0
HeStutters,15,56,7564800,7612800,0,0,3,0,0,0,0,3,0,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_56,data\processed\clips\HeStutters_15_56.wav,3.0
HeStutters,15,58,7754880,7802880,1,0,0,0,0,0,0,2,3,1,0,1,Valid,,Fluent,Validation,HeStutters_Ep15,HeStutters_15_58,data\processed\clips\HeStutters_15_58.wav,3.0
HeStutters,15,61,1306880,1354880,0,0,2,1,0,0,0,0,1,0,0,0,Valid,,Prolongation,Validation,HeStutters_Ep15,HeStutters_15_61,data\processed\clips\HeStutters_15_61.wav,3.0
HeStutters,15,62,7914080,7962080,0,0,1,1,0,2,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_62,data\processed\clips\HeStutters_15_62.wav,3.0
HeStutters,15,63,7945920,7993920,0,0,0,1,0,3,0,1,0,0,0,0,Valid,,Repetition,Validation,HeStutters_Ep15,HeStutters_15_63,data\processed\clips\HeStutters_15_63.wav,3.0
